,zone,x,y
2020-11-17,Gänserndorf,26.0,15.0
2020-11-18,Gänserndorf,24.0,15.0
2020-11-19,Gänserndorf,24.0,17.0
2020-11-20,Gänserndorf,35.0,17.0
2020-11-21,Gänserndorf,28.0,12.0
2020-11-22,Gänserndorf,6.0,9.0
2020-11-23,Gänserndorf,13.0,14.0
2020-11-24,Gänserndorf,26.0,15.0
2020-11-25,Gänserndorf,27.0,16.0
2020-11-26,Gänserndorf,20.0,16.0
2020-11-27,Gänserndorf,21.0,17.0
2020-11-28,Gänserndorf,14.0,12.0
2020-11-29,Gänserndorf,20.0,9.0
2020-11-30,Gänserndorf,22.0,13.0
2020-12-01,Gänserndorf,17.0,14.0
2020-12-02,Gänserndorf,15.0,15.0
2020-12-03,Gänserndorf,18.0,16.0
2020-12-04,Gänserndorf,15.0,16.0
2020-12-05,Gänserndorf,16.0,11.0
2020-12-06,Gänserndorf,26.0,8.0
2020-12-07,Gänserndorf,13.0,11.0
2020-12-08,Gänserndorf,17.0,25.0
2020-12-09,Gänserndorf,9.0,9.0
2020-12-10,Gänserndorf,13.0,11.0
2020-12-11,Gänserndorf,9.0,11.0
2020-12-12,Gänserndorf,18.0,8.0
2020-12-13,Gänserndorf,24.0,7.0
2020-12-14,Gänserndorf,25.0,7.0
2020-12-15,Gänserndorf,23.0,9.0
2020-12-16,Gänserndorf,29.0,9.0
2020-12-17,Gänserndorf,23.0,10.0
2020-12-18,Gänserndorf,20.0,10.0
2020-12-19,Gänserndorf,23.0,8.0
2020-12-20,Gänserndorf,12.0,8.0
2020-12-21,Gänserndorf,16.0,8.0
2020-12-22,Gänserndorf,28.0,10.0
2020-12-23,Gänserndorf,38.0,12.0
2020-12-24,Gänserndorf,20.0,22.0
2020-12-25,Gänserndorf,14.0,24.0
2020-12-26,Gänserndorf,11.0,15.0
2020-12-27,Gänserndorf,21.0,9.0
2020-12-28,Gänserndorf,19.0,21.0
2020-12-29,Gänserndorf,35.0,20.0
2020-12-30,Gänserndorf,32.0,20.0
2020-12-31,Gänserndorf,30.0,23.0
2021-01-01,Gänserndorf,26.0,31.0
2021-01-02,Gänserndorf,18.0,13.0
2021-01-03,Gänserndorf,23.0,9.0
2021-01-04,Gänserndorf,22.0,19.0
2021-01-05,Gänserndorf,36.0,18.0
2021-01-06,Gänserndorf,20.0,30.0
2021-01-07,Gänserndorf,21.0,19.0
2021-01-08,Gänserndorf,27.0,18.0
2021-01-09,Gänserndorf,13.0,11.0
2021-01-10,Gänserndorf,14.0,8.0
2021-01-11,Gänserndorf,12.0,12.0
2021-01-12,Gänserndorf,20.0,14.0
2021-01-13,Gänserndorf,14.0,15.0
2021-01-14,Gänserndorf,21.0,15.0
2021-01-15,Gänserndorf,10.0,15.0
2021-01-16,Gänserndorf,22.0,10.0
2021-01-17,Gänserndorf,19.0,7.0
2021-01-18,Gänserndorf,19.0,12.0
2021-01-19,Gänserndorf,22.0,14.0
2021-01-20,Gänserndorf,11.0,14.0
2021-01-21,Gänserndorf,21.0,15.0
2021-01-22,Gänserndorf,19.0,14.0
2021-01-23,Gänserndorf,25.0,11.0
2021-01-24,Gänserndorf,13.0,7.0
2021-01-25,Gänserndorf,19.0,13.0
2021-01-26,Gänserndorf,43.0,13.0
2021-01-27,Gänserndorf,25.0,14.0
2021-01-28,Gänserndorf,32.0,15.0
2021-01-29,Gänserndorf,14.0,15.0
2021-01-30,Gänserndorf,30.0,10.0
2021-01-31,Gänserndorf,31.0,6.0
2021-02-01,Gänserndorf,16.0,12.0
2021-02-02,Gänserndorf,32.0,14.0
2021-02-03,Gänserndorf,21.0,14.0
2021-02-04,Gänserndorf,29.0,13.0
2021-02-05,Gänserndorf,25.0,14.0
2021-02-06,Gänserndorf,20.0,9.0
2021-02-07,Gänserndorf,30.0,8.0
2021-02-08,Gänserndorf,27.0,9.0
2021-02-09,Gänserndorf,22.0,10.0
2021-02-10,Gänserndorf,32.0,11.0
2021-02-11,Gänserndorf,24.0,12.0
2021-02-12,Gänserndorf,10.0,13.0
2021-02-13,Gänserndorf,13.0,8.0
2021-02-14,Gänserndorf,15.0,7.0
2021-02-15,Gänserndorf,19.0,8.0
2021-02-16,Gänserndorf,25.0,10.0
2021-02-17,Gänserndorf,19.0,11.0
2021-02-18,Gänserndorf,36.0,10.0
2021-02-19,Gänserndorf,51.0,12.0
2021-02-20,Gänserndorf,37.0,8.0
2021-02-21,Gänserndorf,22.0,7.0
2021-02-22,Gänserndorf,49.0,9.0
2021-02-23,Gänserndorf,29.0,9.0
2021-02-24,Gänserndorf,39.0,10.0
2021-02-25,Gänserndorf,31.0,10.0
2021-02-26,Gänserndorf,26.0,10.0
2021-02-27,Gänserndorf,58.0,8.0
2021-02-28,Gänserndorf,29.0,5.0
2021-03-01,Gänserndorf,40.0,7.0
2021-03-02,Gänserndorf,51.0,8.0
2021-03-03,Gänserndorf,37.0,9.0
2021-03-04,Gänserndorf,40.0,10.0
2021-03-05,Gänserndorf,70.0,13.0
2021-03-06,Gänserndorf,38.0,7.0
2021-03-07,Gänserndorf,17.0,5.0
2021-03-08,Gänserndorf,24.0,8.0
2021-03-09,Gänserndorf,31.0,9.0
2021-03-10,Gänserndorf,27.0,10.0
2021-03-11,Gänserndorf,35.0,11.0
2021-03-12,Gänserndorf,34.0,11.0
2021-03-13,Gänserndorf,44.0,7.0
2021-03-14,Gänserndorf,10.0,7.0
2021-03-15,Gänserndorf,49.0,8.0
2021-03-16,Gänserndorf,17.0,10.0
2021-03-17,Gänserndorf,14.0,10.0
2021-03-18,Gänserndorf,51.0,11.0
2021-03-19,Gänserndorf,76.0,12.0
2021-03-20,Gänserndorf,40.0,8.0
2021-03-21,Gänserndorf,23.0,8.0
2021-03-22,Gänserndorf,36.0,9.0
2021-03-23,Gänserndorf,43.0,9.0
2021-03-24,Gänserndorf,43.0,10.0
2021-03-25,Gänserndorf,28.0,9.0
2021-03-26,Gänserndorf,23.0,9.0
2021-03-27,Gänserndorf,22.0,6.0
2021-03-28,Gänserndorf,34.0,5.0
2021-03-29,Gänserndorf,34.0,8.0
2021-03-30,Gänserndorf,46.0,8.0
2021-03-31,Gänserndorf,46.0,8.0
2021-04-01,Gänserndorf,37.0,14.0
2021-04-02,Gänserndorf,27.0,18.0
2021-04-03,Gänserndorf,39.0,12.0
2021-04-04,Gänserndorf,29.0,8.0
2021-04-05,Gänserndorf,34.0,25.0
2021-04-06,Gänserndorf,29.0,13.0
2021-04-07,Gänserndorf,25.0,14.0
2021-04-08,Gänserndorf,28.0,15.0
2021-04-09,Gänserndorf,26.0,13.0
2021-04-10,Gänserndorf,18.0,8.0
2021-04-11,Gänserndorf,26.0,6.0
2021-04-12,Gänserndorf,24.0,10.0
2021-04-13,Gänserndorf,24.0,14.0
2021-04-14,Gänserndorf,27.0,13.0
2021-04-15,Gänserndorf,19.0,13.0
2021-04-16,Gänserndorf,23.0,14.0
2021-04-17,Gänserndorf,41.0,9.0
2021-04-18,Gänserndorf,17.0,8.0
2021-04-19,Gänserndorf,18.0,11.0
2021-04-20,Gänserndorf,16.0,11.0
2021-04-21,Gänserndorf,34.0,11.0
2021-04-22,Gänserndorf,35.0,12.0
2021-04-23,Gänserndorf,21.0,12.0
2021-04-24,Gänserndorf,19.0,6.0
2021-04-25,Gänserndorf,19.0,5.0
2021-04-26,Gänserndorf,17.0,8.0
2021-04-27,Gänserndorf,26.0,9.0
2021-04-28,Gänserndorf,17.0,10.0
2021-04-29,Gänserndorf,16.0,9.0
2021-04-30,Gänserndorf,18.0,9.0
2021-05-01,Gänserndorf,0.0,10.0
2021-05-02,Gänserndorf,6.0,8.0
2021-05-03,Gänserndorf,10.0,6.0
2021-05-04,Gänserndorf,11.0,6.0
2021-05-05,Gänserndorf,5.0,8.0
2021-05-06,Gänserndorf,11.0,7.0
2021-05-07,Gänserndorf,10.0,8.0
2021-05-08,Gänserndorf,18.0,3.0
2021-05-09,Gänserndorf,8.0,2.0
2021-05-10,Gänserndorf,5.0,5.0
2021-05-11,Gänserndorf,7.0,6.0
2021-05-12,Gänserndorf,9.0,5.0
2021-05-13,Gänserndorf,3.0,28.0
2021-05-14,Gänserndorf,6.0,13.0
2021-05-15,Gänserndorf,5.0,6.0
2021-05-16,Gänserndorf,4.0,4.0
2021-05-17,Gänserndorf,25.0,6.0
2021-05-18,Gänserndorf,15.0,5.0
2021-05-19,Gänserndorf,10.0,5.0
2021-05-20,Gänserndorf,8.0,6.0
2021-05-21,Gänserndorf,12.0,3.0
2021-05-22,Gänserndorf,14.0,3.0
2021-05-23,Gänserndorf,15.0,4.0
2021-05-24,Gänserndorf,14.0,22.0
2021-05-25,Gänserndorf,13.0,5.0
2021-05-26,Gänserndorf,15.0,4.0
2021-05-27,Gänserndorf,2.0,6.0
2021-05-28,Gänserndorf,14.0,3.0
2021-05-29,Gänserndorf,11.0,2.0
2021-05-30,Gänserndorf,7.0,3.0
2021-05-31,Gänserndorf,6.0,3.0
2021-06-01,Gänserndorf,6.0,3.0
2021-06-02,Gänserndorf,10.0,0.0
2021-06-03,Gänserndorf,12.0,18.0
2021-06-04,Gänserndorf,9.0,7.0
2021-06-05,Gänserndorf,8.0,1.0
2021-06-06,Gänserndorf,6.0,0.0
2021-06-07,Gänserndorf,3.0,2.0
2021-06-08,Gänserndorf,2.0,3.0
2021-06-09,Gänserndorf,2.0,3.0
2021-06-10,Gänserndorf,5.0,4.0
2021-06-11,Gänserndorf,4.0,3.0
2021-06-12,Gänserndorf,1.0,1.0
2021-06-13,Gänserndorf,5.0,0.0
2021-06-14,Gänserndorf,0.0,2.0
2021-06-15,Gänserndorf,3.0,3.0
2021-06-16,Gänserndorf,4.0,3.0
2021-06-17,Gänserndorf,0.0,3.0
2021-06-18,Gänserndorf,2.0,2.0
2021-06-19,Gänserndorf,0.0,0.0
2021-06-20,Gänserndorf,3.0,0.0
2021-06-21,Gänserndorf,0.0,3.0
2021-06-22,Gänserndorf,5.0,3.0
2021-06-23,Gänserndorf,3.0,3.0
2021-06-24,Gänserndorf,0.0,4.0
2021-06-25,Gänserndorf,1.0,3.0
2021-06-26,Gänserndorf,1.0,-1.0
2021-06-27,Gänserndorf,1.0,-1.0
2021-06-28,Gänserndorf,2.0,2.0
2021-06-29,Gänserndorf,1.0,2.0
2021-06-30,Gänserndorf,3.0,2.0
2021-07-01,Gänserndorf,3.0,3.0
2021-07-02,Gänserndorf,1.0,3.0
2021-07-03,Gänserndorf,0.0,-2.0
2021-07-04,Gänserndorf,1.0,-1.0
2021-07-05,Gänserndorf,3.0,3.0
2021-07-06,Gänserndorf,4.0,3.0
2021-07-07,Gänserndorf,1.0,4.0
2021-07-08,Gänserndorf,0.0,5.0
2021-07-09,Gänserndorf,3.0,4.0
2021-07-10,Gänserndorf,2.0,-2.0
2021-07-11,Gänserndorf,1.0,-1.0
2021-07-12,Gänserndorf,5.0,3.0
2021-07-13,Gänserndorf,1.0,4.0
2021-07-14,Gänserndorf,3.0,5.0
2021-07-15,Gänserndorf,4.0,4.0
2021-07-16,Gänserndorf,12.0,3.0
2021-07-17,Gänserndorf,1.0,1.0
2021-07-18,Gänserndorf,3.0,1.0
2021-07-19,Gänserndorf,2.0,3.0
2021-07-20,Gänserndorf,2.0,3.0
2020-09-01,Güssing,1.0,
2020-09-02,Güssing,0.0,
2020-09-03,Güssing,1.0,
2020-09-04,Güssing,0.0,
2020-09-05,Güssing,0.0,
2020-09-06,Güssing,0.0,
2020-09-07,Güssing,0.0,
2020-09-08,Güssing,1.0,
2020-09-09,Güssing,2.0,
2020-09-10,Güssing,0.0,
2020-09-11,Güssing,0.0,
2020-09-12,Güssing,0.0,
2020-09-13,Güssing,0.0,
2020-09-14,Güssing,0.0,
2020-09-15,Güssing,0.0,
2020-09-16,Güssing,1.0,
2020-09-17,Güssing,2.0,
2020-09-18,Güssing,1.0,
2020-09-19,Güssing,0.0,
2020-09-20,Güssing,1.0,
2020-09-21,Güssing,5.0,
2020-09-22,Güssing,2.0,
2020-09-23,Güssing,0.0,0.0
2020-09-24,Güssing,2.0,2.0
2020-09-25,Güssing,1.0,4.0
2020-09-26,Güssing,2.0,
2020-09-27,Güssing,1.0,
2020-09-28,Güssing,3.0,4.0
2020-09-29,Güssing,2.0,1.0
2020-09-30,Güssing,10.0,-1.0
2020-10-01,Güssing,1.0,1.0
2020-10-02,Güssing,4.0,3.0
2020-10-03,Güssing,1.0,
2020-10-04,Güssing,3.0,
2020-10-05,Güssing,6.0,1.0
2020-10-06,Güssing,1.0,-1.0
2020-10-07,Güssing,2.0,1.0
2020-10-08,Güssing,0.0,2.0
2020-10-09,Güssing,5.0,2.0
2020-10-10,Güssing,2.0,
2020-10-11,Güssing,1.0,
2020-10-12,Güssing,0.0,2.0
2020-10-13,Güssing,5.0,3.0
2020-10-14,Güssing,1.0,2.0
2020-10-15,Güssing,2.0,4.0
2020-10-16,Güssing,2.0,6.0
2020-10-17,Güssing,3.0,
2020-10-18,Güssing,1.0,
2020-10-19,Güssing,1.0,3.0
2020-10-20,Güssing,2.0,1.0
2020-10-21,Güssing,6.0,2.0
2020-10-22,Güssing,3.0,3.0
2020-10-23,Güssing,3.0,4.0
2020-10-24,Güssing,8.0,
2020-10-25,Güssing,2.0,
2020-10-26,Güssing,5.0,18.0
2020-10-27,Güssing,15.0,4.0
2020-10-28,Güssing,8.0,4.0
2020-10-29,Güssing,13.0,6.0
2020-10-30,Güssing,19.0,6.0
2020-10-31,Güssing,17.0,
2020-11-01,Güssing,6.0,
2020-11-02,Güssing,11.0,6.0
2020-11-03,Güssing,41.0,6.0
2020-11-04,Güssing,9.0,9.0
2020-11-05,Güssing,23.0,10.0
2020-11-06,Güssing,13.0,10.0
2020-11-07,Güssing,21.0,
2020-11-08,Güssing,22.0,
2020-11-09,Güssing,79.0,9.0
2020-11-10,Güssing,25.0,7.0
2020-11-11,Güssing,20.0,11.0
2020-11-12,Güssing,19.0,11.0
2020-11-13,Güssing,17.0,12.0
2020-11-14,Güssing,29.0,
2020-11-15,Güssing,16.0,
2020-11-16,Güssing,16.0,7.0
2020-11-17,Güssing,12.0,13.0
2020-11-18,Güssing,15.0,13.0
2020-11-19,Güssing,3.0,16.0
2020-11-20,Güssing,24.0,18.0
2020-11-21,Güssing,12.0,
2020-11-22,Güssing,11.0,
2020-11-23,Güssing,4.0,13.0
2020-11-24,Güssing,10.0,12.0
2020-11-25,Güssing,19.0,14.0
2020-11-26,Güssing,11.0,15.0
2020-11-27,Güssing,3.0,18.0
2020-11-28,Güssing,3.0,
2020-11-29,Güssing,3.0,
2020-11-30,Güssing,19.0,12.0
2020-12-01,Güssing,10.0,11.0
2020-12-02,Güssing,9.0,12.0
2020-12-03,Güssing,9.0,16.0
2020-12-04,Güssing,9.0,15.0
2020-12-05,Güssing,7.0,
2020-12-06,Güssing,6.0,
2020-12-07,Güssing,7.0,11.0
2020-12-08,Güssing,1.0,21.0
2020-12-09,Güssing,4.0,7.0
2020-12-10,Güssing,2.0,9.0
2020-12-11,Güssing,3.0,10.0
2020-12-12,Güssing,8.0,
2020-12-13,Güssing,3.0,
2020-12-14,Güssing,7.0,7.0
2020-12-15,Güssing,13.0,6.0
2020-12-16,Güssing,5.0,7.0
2020-12-17,Güssing,8.0,9.0
2020-12-18,Güssing,6.0,10.0
2020-12-19,Güssing,35.0,
2020-12-20,Güssing,2.0,
2020-12-21,Güssing,5.0,7.0
2020-12-22,Güssing,7.0,6.0
2020-12-23,Güssing,8.0,9.0
2020-12-24,Güssing,2.0,20.0
2020-12-25,Güssing,2.0,
2020-12-26,Güssing,3.0,
2020-12-27,Güssing,7.0,
2020-12-28,Güssing,6.0,20.0
2020-12-29,Güssing,10.0,18.0
2020-12-30,Güssing,4.0,19.0
2020-12-31,Güssing,7.0,22.0
2021-01-01,Güssing,15.0,
2021-01-02,Güssing,4.0,
2021-01-03,Güssing,13.0,
2021-01-04,Güssing,15.0,18.0
2021-01-05,Güssing,7.0,15.0
2021-01-06,Güssing,11.0,26.0
2021-01-07,Güssing,10.0,17.0
2021-01-08,Güssing,2.0,17.0
2021-01-09,Güssing,10.0,
2021-01-10,Güssing,4.0,
2021-01-11,Güssing,20.0,11.0
2021-01-12,Güssing,7.0,11.0
2021-01-13,Güssing,18.0,10.0
2021-01-14,Güssing,6.0,13.0
2021-01-15,Güssing,5.0,14.0
2021-01-16,Güssing,8.0,
2021-01-17,Güssing,13.0,
2021-01-18,Güssing,3.0,12.0
2021-01-19,Güssing,1.0,11.0
2021-01-20,Güssing,6.0,10.0
2021-01-21,Güssing,5.0,12.0
2021-01-22,Güssing,1.0,14.0
2021-01-23,Güssing,4.0,
2021-01-24,Güssing,5.0,
2021-01-25,Güssing,9.0,10.0
2021-01-26,Güssing,8.0,9.0
2021-01-27,Güssing,9.0,11.0
2021-01-28,Güssing,7.0,12.0
2021-01-29,Güssing,9.0,13.0
2021-01-30,Güssing,1.0,
2021-01-31,Güssing,8.0,
2021-02-01,Güssing,5.0,10.0
2021-02-02,Güssing,6.0,9.0
2021-02-03,Güssing,1.0,10.0
2021-02-04,Güssing,23.0,10.0
2021-02-05,Güssing,3.0,13.0
2021-02-06,Güssing,2.0,
2021-02-07,Güssing,2.0,
2021-02-08,Güssing,9.0,10.0
2021-02-09,Güssing,7.0,9.0
2021-02-10,Güssing,1.0,10.0
2021-02-11,Güssing,12.0,11.0
2021-02-12,Güssing,0.0,12.0
2021-02-13,Güssing,2.0,
2021-02-14,Güssing,6.0,
2021-02-15,Güssing,2.0,6.0
2021-02-16,Güssing,7.0,6.0
2021-02-17,Güssing,8.0,8.0
2021-02-18,Güssing,18.0,8.0
2021-02-19,Güssing,6.0,10.0
2021-02-20,Güssing,3.0,
2021-02-21,Güssing,3.0,
2021-02-22,Güssing,8.0,6.0
2021-02-23,Güssing,8.0,4.0
2021-02-24,Güssing,4.0,6.0
2021-02-25,Güssing,9.0,7.0
2021-02-26,Güssing,7.0,8.0
2021-02-27,Güssing,7.0,
2021-02-28,Güssing,6.0,
2021-03-01,Güssing,5.0,4.0
2021-03-02,Güssing,7.0,4.0
2021-03-03,Güssing,13.0,6.0
2021-03-04,Güssing,10.0,7.0
2021-03-05,Güssing,9.0,12.0
2021-03-06,Güssing,3.0,
2021-03-07,Güssing,18.0,
2021-03-08,Güssing,4.0,6.0
2021-03-09,Güssing,12.0,6.0
2021-03-10,Güssing,8.0,6.0
2021-03-11,Güssing,12.0,9.0
2021-03-12,Güssing,9.0,10.0
2021-03-13,Güssing,7.0,
2021-03-14,Güssing,10.0,
2021-03-15,Güssing,12.0,7.0
2021-03-16,Güssing,9.0,7.0
2021-03-17,Güssing,13.0,8.0
2021-03-18,Güssing,14.0,8.0
2021-03-19,Güssing,12.0,12.0
2021-03-20,Güssing,6.0,
2021-03-21,Güssing,10.0,
2021-03-22,Güssing,12.0,7.0
2021-03-23,Güssing,7.0,6.0
2021-03-24,Güssing,7.0,5.0
2021-03-25,Güssing,10.0,7.0
2021-03-26,Güssing,17.0,8.0
2021-03-27,Güssing,15.0,
2021-03-28,Güssing,2.0,
2021-03-29,Güssing,5.0,6.0
2021-03-30,Güssing,10.0,5.0
2021-03-31,Güssing,3.0,5.0
2021-04-01,Güssing,2.0,11.0
2021-04-02,Güssing,6.0,18.0
2021-04-03,Güssing,5.0,
2021-04-04,Güssing,3.0,
2021-04-05,Güssing,1.0,24.0
2021-04-06,Güssing,7.0,8.0
2021-04-07,Güssing,6.0,11.0
2021-04-08,Güssing,3.0,12.0
2021-04-09,Güssing,4.0,11.0
2021-04-10,Güssing,5.0,
2021-04-11,Güssing,6.0,
2021-04-12,Güssing,3.0,7.0
2021-04-13,Güssing,10.0,10.0
2021-04-14,Güssing,3.0,9.0
2021-04-15,Güssing,10.0,9.0
2021-04-16,Güssing,6.0,12.0
2021-04-17,Güssing,5.0,
2021-04-18,Güssing,4.0,
2021-04-19,Güssing,2.0,6.0
2021-04-20,Güssing,7.0,6.0
2021-04-21,Güssing,10.0,5.0
2021-04-22,Güssing,4.0,7.0
2021-04-23,Güssing,1.0,7.0
2021-04-24,Güssing,1.0,
2021-04-25,Güssing,5.0,
2021-04-26,Güssing,3.0,5.0
2021-04-27,Güssing,5.0,5.0
2021-04-28,Güssing,4.0,5.0
2021-04-29,Güssing,8.0,6.0
2021-04-30,Güssing,5.0,8.0
2021-05-01,Güssing,5.0,
2021-05-02,Güssing,0.0,
2021-05-03,Güssing,4.0,3.0
2021-05-04,Güssing,2.0,2.0
2021-05-05,Güssing,2.0,4.0
2021-05-06,Güssing,3.0,4.0
2021-05-07,Güssing,1.0,8.0
2021-05-08,Güssing,2.0,
2021-05-09,Güssing,1.0,
2021-05-10,Güssing,2.0,3.0
2021-05-11,Güssing,3.0,2.0
2021-05-12,Güssing,1.0,1.0
2021-05-13,Güssing,0.0,24.0
2021-05-14,Güssing,1.0,10.0
2021-05-15,Güssing,0.0,
2021-05-16,Güssing,0.0,
2021-05-17,Güssing,2.0,6.0
2021-05-18,Güssing,2.0,2.0
2021-05-19,Güssing,0.0,4.0
2021-05-20,Güssing,1.0,4.0
2021-05-21,Güssing,0.0,3.0
2021-05-22,Güssing,1.0,
2021-05-23,Güssing,2.0,
2021-05-24,Güssing,0.0,20.0
2021-05-25,Güssing,0.0,1.0
2021-05-26,Güssing,0.0,1.0
2021-05-27,Güssing,2.0,4.0
2021-05-28,Güssing,1.0,2.0
2021-05-29,Güssing,0.0,
2021-05-30,Güssing,0.0,
2021-05-31,Güssing,0.0,0.0
2021-06-01,Güssing,1.0,-1.0
2021-06-02,Güssing,0.0,-5.0
2021-06-03,Güssing,0.0,15.0
2021-06-04,Güssing,0.0,7.0
2021-06-05,Güssing,0.0,
2021-06-06,Güssing,0.0,
2021-06-07,Güssing,0.0,1.0
2021-06-08,Güssing,1.0,-1.0
2021-06-09,Güssing,0.0,-1.0
2021-06-10,Güssing,0.0,0.0
2021-06-11,Güssing,0.0,2.0
2021-06-12,Güssing,0.0,
2021-06-13,Güssing,0.0,
2021-06-14,Güssing,1.0,1.0
2021-06-15,Güssing,0.0,0.0
2021-06-16,Güssing,0.0,-1.0
2021-06-17,Güssing,2.0,1.0
2021-06-18,Güssing,0.0,1.0
2021-06-19,Güssing,0.0,
2021-06-20,Güssing,1.0,
2021-06-21,Güssing,0.0,0.0
2021-06-22,Güssing,1.0,-1.0
2021-06-23,Güssing,0.0,0.0
2021-06-24,Güssing,0.0,1.0
2021-06-25,Güssing,1.0,4.0
2021-06-26,Güssing,0.0,
2021-06-27,Güssing,0.0,
2021-06-28,Güssing,1.0,0.0
2021-06-29,Güssing,0.0,-2.0
2021-06-30,Güssing,0.0,-1.0
2021-07-01,Güssing,0.0,1.0
2021-07-02,Güssing,0.0,1.0
2021-07-03,Güssing,0.0,
2021-07-04,Güssing,0.0,
2021-07-05,Güssing,1.0,2.0
2021-07-06,Güssing,1.0,0.0
2021-07-07,Güssing,0.0,1.0
2021-07-08,Güssing,0.0,2.0
2021-07-09,Güssing,0.0,3.0
2021-07-10,Güssing,0.0,
2021-07-11,Güssing,0.0,
2021-07-12,Güssing,0.0,1.0
2021-07-13,Güssing,1.0,1.0
2021-07-14,Güssing,0.0,1.0
2021-07-15,Güssing,2.0,2.0
2021-07-16,Güssing,1.0,2.0
2021-07-17,Güssing,1.0,
2021-07-18,Güssing,0.0,
2021-07-19,Güssing,0.0,2.0
2021-07-20,Güssing,2.0,1.0
2020-09-01,Hallein,0.0,3.0
2020-09-02,Hallein,3.0,1.0
2020-09-03,Hallein,0.0,0.0
2020-09-04,Hallein,0.0,0.0
2020-09-05,Hallein,4.0,
2020-09-06,Hallein,1.0,
2020-09-07,Hallein,0.0,4.0
2020-09-08,Hallein,0.0,1.0
2020-09-09,Hallein,0.0,-1.0
2020-09-10,Hallein,3.0,0.0
2020-09-11,Hallein,1.0,-1.0
2020-09-12,Hallein,0.0,
2020-09-13,Hallein,0.0,
2020-09-14,Hallein,7.0,-2.0
2020-09-15,Hallein,0.0,-2.0
2020-09-16,Hallein,6.0,-2.0
2020-09-17,Hallein,5.0,1.0
2020-09-18,Hallein,3.0,-1.0
2020-09-19,Hallein,6.0,
2020-09-20,Hallein,1.0,
2020-09-21,Hallein,2.0,0.0
2020-09-22,Hallein,5.0,0.0
2020-09-23,Hallein,6.0,2.0
2020-09-24,Hallein,9.0,3.0
2020-09-25,Hallein,4.0,6.0
2020-09-26,Hallein,5.0,4.0
2020-09-27,Hallein,6.0,
2020-09-28,Hallein,4.0,5.0
2020-09-29,Hallein,16.0,3.0
2020-09-30,Hallein,12.0,2.0
2020-10-01,Hallein,10.0,2.0
2020-10-02,Hallein,12.0,4.0
2020-10-03,Hallein,8.0,3.0
2020-10-04,Hallein,7.0,
2020-10-05,Hallein,14.0,3.0
2020-10-06,Hallein,9.0,2.0
2020-10-07,Hallein,14.0,3.0
2020-10-08,Hallein,27.0,3.0
2020-10-09,Hallein,44.0,3.0
2020-10-10,Hallein,19.0,3.0
2020-10-11,Hallein,15.0,
2020-10-12,Hallein,58.0,4.0
2020-10-13,Hallein,30.0,5.0
2020-10-14,Hallein,31.0,4.0
2020-10-15,Hallein,65.0,6.0
2020-10-16,Hallein,23.0,7.0
2020-10-17,Hallein,43.0,8.0
2020-10-18,Hallein,43.0,
2020-10-19,Hallein,33.0,9.0
2020-10-20,Hallein,23.0,8.0
2020-10-21,Hallein,48.0,8.0
2020-10-22,Hallein,51.0,10.0
2020-10-23,Hallein,37.0,10.0
2020-10-24,Hallein,28.0,8.0
2020-10-25,Hallein,31.0,
2020-10-26,Hallein,37.0,25.0
2020-10-27,Hallein,37.0,10.0
2020-10-28,Hallein,24.0,9.0
2020-10-29,Hallein,55.0,13.0
2020-10-30,Hallein,42.0,13.0
2020-10-31,Hallein,28.0,5.0
2020-11-01,Hallein,57.0,
2020-11-02,Hallein,28.0,8.0
2020-11-03,Hallein,51.0,11.0
2020-11-04,Hallein,75.0,12.0
2020-11-05,Hallein,57.0,13.0
2020-11-06,Hallein,76.0,13.0
2020-11-07,Hallein,26.0,9.0
2020-11-08,Hallein,49.0,
2020-11-09,Hallein,29.0,11.0
2020-11-10,Hallein,20.0,10.0
2020-11-11,Hallein,107.0,11.0
2020-11-12,Hallein,98.0,12.0
2020-11-13,Hallein,39.0,13.0
2020-11-14,Hallein,34.0,7.0
2020-11-15,Hallein,85.0,
2020-11-16,Hallein,69.0,10.0
2020-11-17,Hallein,75.0,16.0
2020-11-18,Hallein,47.0,15.0
2020-11-19,Hallein,43.0,17.0
2020-11-20,Hallein,69.0,20.0
2020-11-21,Hallein,81.0,13.0
2020-11-22,Hallein,1.0,
2020-11-23,Hallein,49.0,16.0
2020-11-24,Hallein,77.0,15.0
2020-11-25,Hallein,63.0,15.0
2020-11-26,Hallein,51.0,17.0
2020-11-27,Hallein,41.0,18.0
2020-11-28,Hallein,20.0,12.0
2020-11-29,Hallein,16.0,
2020-11-30,Hallein,20.0,14.0
2020-12-01,Hallein,64.0,15.0
2020-12-02,Hallein,26.0,16.0
2020-12-03,Hallein,44.0,17.0
2020-12-04,Hallein,34.0,17.0
2020-12-05,Hallein,12.0,11.0
2020-12-06,Hallein,16.0,
2020-12-07,Hallein,32.0,13.0
2020-12-08,Hallein,28.0,26.0
2020-12-09,Hallein,28.0,10.0
2020-12-10,Hallein,48.0,12.0
2020-12-11,Hallein,40.0,12.0
2020-12-12,Hallein,32.0,8.0
2020-12-13,Hallein,20.0,
2020-12-14,Hallein,73.0,10.0
2020-12-15,Hallein,39.0,9.0
2020-12-16,Hallein,32.0,10.0
2020-12-17,Hallein,22.0,10.0
2020-12-18,Hallein,22.0,11.0
2020-12-19,Hallein,21.0,7.0
2020-12-20,Hallein,7.0,
