,prov,cases,deaths,short_range_movement,mid_range_movement,Country,residential
2020-09-01,Ain,73.0,1.0,0.555961012799925,0.0520518153459033,France,6.0
2020-09-02,Ain,68.0,0.0,0.5706834014620545,0.0542811428001399,France,4.0
2020-09-03,Ain,101.0,1.0,0.53459996170107,0.05528318999828201,France,3.0
2020-09-04,Ain,78.0,0.0,0.5355770832194721,0.0506328790543654,France,2.0
2020-09-05,Ain,40.0,0.0,0.6286700147496151,0.0274050195960346,France,-1.0
2020-09-06,Ain,3.0,0.0,0.5665037809616311,0.0109172168229158,France,-1.0
2020-09-07,Ain,90.0,0.0,0.5228519609958308,0.0466783900250085,France,3.0
2020-09-08,Ain,92.0,2.0,0.5072310366382311,0.0533882776915308,France,3.0
2020-09-09,Ain,67.0,0.0,0.5122650055596497,0.0474548502264438,France,2.0
2020-09-10,Ain,103.0,0.0,0.4932627070432213,0.0520056576881924,France,3.0
2020-09-11,Ain,100.0,0.0,0.4618128151583937,0.0476748368633093,France,1.0
2020-09-12,Ain,43.0,0.0,0.5468402054954832,0.0255194042458094,France,-2.0
2020-09-13,Ain,5.0,0.0,0.5880114656332545,0.012433115735614,France,-4.0
2020-09-14,Ain,118.0,0.0,0.5265924184001395,0.0528140277728499,France,1.0
2020-09-15,Ain,154.0,1.0,0.4983438571131934,0.0543873002767752,France,2.0
2020-09-16,Ain,153.0,0.0,0.4769245896511305,0.0466396185870453,France,2.0
2020-09-17,Ain,99.0,0.0,0.4910684961383723,0.0496869510730659,France,2.0
2020-09-18,Ain,103.0,0.0,0.5222882086880737,0.0469593349003602,France,2.0
2020-09-19,Ain,29.0,0.0,0.6154545707606525,0.0240973136582474,France,1.0
2020-09-20,Ain,4.0,0.0,0.5854435172112903,0.0106456228417242,France,0.0
2020-09-21,Ain,129.0,0.0,0.4805513046126778,0.0439398587454606,France,3.0
2020-09-22,Ain,104.0,0.0,0.478365273479589,0.049357342960042,France,4.0
2020-09-23,Ain,101.0,0.0,0.487292513381818,0.0485995329273131,France,3.0
2020-09-24,Ain,85.0,0.0,0.4925833897498508,0.0512771267619285,France,4.0
2020-09-25,Ain,82.0,0.0,0.4854964784365833,0.0472260506130535,France,4.0
2020-09-26,Ain,25.0,0.0,0.5808916933744792,0.0236778961257242,France,3.0
2020-09-27,Ain,1.0,0.0,0.6288343422155093,0.0104072888075376,France,4.0
2020-09-28,Ain,96.0,0.0,0.5513778986831533,0.0504087324286674,France,5.0
2020-09-29,Ain,106.0,0.0,0.5431556076991505,0.0594104907945126,France,3.0
2020-09-30,Ain,95.0,0.0,0.5082037645659097,0.0491348339707807,France,2.0
2020-10-01,Ain,106.0,3.0,0.4681042764399027,0.0532691858464463,France,3.0
2020-10-02,Ain,128.0,0.0,0.4867349948336041,0.0467424364872492,France,5.0
2020-10-03,Ain,61.0,0.0,0.5819942102999534,0.0251614199762146,France,3.0
2020-10-04,Ain,9.0,0.0,0.6444875260478784,0.0115801243213015,France,2.0
2020-10-05,Ain,208.0,0.0,0.5083634347888446,0.0493717315465513,France,3.0
2020-10-06,Ain,191.0,0.0,0.4754739003036455,0.0531899064993094,France,4.0
2020-10-07,Ain,228.0,0.0,0.5096262975662549,0.0526550377278509,France,3.0
2020-10-08,Ain,259.0,0.0,0.5119103654021138,0.0526664214320753,France,3.0
2020-10-09,Ain,291.0,0.0,0.4910275018426792,0.0498298501477564,France,4.0
2020-10-10,Ain,103.0,1.0,0.5451458494765054,0.0228892252498129,France,3.0
2020-10-11,Ain,12.0,0.0,0.5921286314008917,0.0099054213760413,France,3.0
2020-10-12,Ain,476.0,1.0,0.5175290224315859,0.0462246474379795,France,4.0
2020-10-13,Ain,366.0,0.0,0.5066289571422564,0.0566579864363367,France,4.0
2020-10-14,Ain,401.0,1.0,0.5346246089552898,0.05238761756667599,France,5.0
2020-10-15,Ain,540.0,1.0,0.5201946475102318,0.0523034531634421,France,5.0
2020-10-16,Ain,530.0,2.0,0.4914812837436904,0.0465015577170997,France,5.0
2020-10-17,Ain,204.0,0.0,0.5631485945662843,0.0225894625043901,France,4.0
2020-10-18,Ain,26.0,0.0,0.6345012109970988,0.0102879222112653,France,1.0
2020-10-19,Ain,750.0,0.0,0.5163819529278441,0.0430627713719242,France,9.0
2020-10-20,Ain,795.0,2.0,0.4906815660115993,0.0431188161407001,France,9.0
2020-10-21,Ain,795.0,0.0,0.5156450137300589,0.0501079374465736,France,7.0
2020-10-22,Ain,895.0,1.0,0.5339236316159501,0.0402513457685024,France,9.0
2020-10-23,Ain,1011.0,2.0,0.5418673187383704,0.0395071209120745,France,12.0
2020-10-24,Ain,363.0,2.0,0.5838916340404833,0.027520126515628,France,6.0
2020-10-25,Ain,73.0,1.0,0.6392810479075919,0.0082765014818963,France,2.0
2020-10-26,Ain,1187.0,1.0,0.5307726187911536,0.0376992819798949,France,12.0
2020-10-27,Ain,1180.0,5.0,0.4925286927356803,0.0432252067622158,France,11.0
2020-10-28,Ain,1131.0,2.0,0.51664165415271,0.0443571683382997,France,8.0
2020-10-29,Ain,1139.0,1.0,0.5161346382626384,0.0498565462217379,France,7.0
2020-10-30,Ain,1057.0,2.0,0.5986347539932562,0.0291347577314071,France,21.0
2020-10-31,Ain,400.0,6.0,0.4915887147300127,0.0039961882639255,France,17.0
2020-11-01,Ain,78.0,1.0,0.4497288966675796,0.0021640081437034,France,11.0
2020-11-02,Ain,1331.0,3.0,0.4562238706941072,0.0378201477318034,France,13.0
2020-11-03,Ain,1251.0,7.0,0.4540042853962185,0.0421083760560294,France,15.0
2020-11-04,Ain,940.0,6.0,0.4686102991369609,0.0334438301591727,France,15.0
2020-11-05,Ain,963.0,10.0,0.4752290199423694,0.0396768249439858,France,15.0
2020-11-06,Ain,815.0,2.0,0.4733386915885215,0.0350649955328437,France,17.0
2020-11-07,Ain,269.0,4.0,0.5144453366927115,0.0062553587438429,France,18.0
2020-11-08,Ain,42.0,1.0,0.4873742409126891,0.0026400592288368,France,14.0
2020-11-09,Ain,868.0,8.0,0.5224971632781324,0.0366495059424536,France,14.0
2020-11-10,Ain,665.0,8.0,0.5065594699615324,0.0423505382795553,France,14.0
2020-11-11,Ain,49.0,0.0,0.4721274883860417,0.0034186060515757,France,31.0
2020-11-12,Ain,607.0,5.0,0.4987876443859607,0.0379394638248065,France,15.0
2020-11-13,Ain,515.0,10.0,0.5304467515497621,0.036542269517694,France,18.0
2020-11-14,Ain,169.0,9.0,0.5753760159281541,0.01041431600375,France,17.0
2020-11-15,Ain,30.0,1.0,0.5749513211842692,0.0033406757463817,France,12.0
2020-11-16,Ain,574.0,10.0,0.5231102424372407,0.0402431072937977,France,13.0
2020-11-17,Ain,352.0,5.0,0.5221946233995194,0.0422296995639653,France,14.0
2020-11-18,Ain,293.0,3.0,0.5207772588359237,0.0383015054482219,France,14.0
2020-11-19,Ain,290.0,10.0,0.5002272865652947,0.040386370521934,France,15.0
2020-11-20,Ain,261.0,5.0,0.5143121019451498,0.0368114559660878,France,17.0
2020-11-21,Ain,79.0,3.0,0.5160853526160392,0.006122953061988001,France,16.0
2020-11-22,Ain,17.0,2.0,0.5758048339388667,0.005120337318555999,France,12.0
2020-11-23,Ain,325.0,1.0,0.5580552770950342,0.0413635645540151,France,13.0
2020-11-24,Ain,187.0,11.0,0.5397234052069169,0.0482325043251275,France,14.0
2020-11-25,Ain,176.0,6.0,0.5640411986248616,0.0416406563780593,France,13.0
2020-11-26,Ain,249.0,4.0,0.4403939419670073,0.0432605860911201,France,13.0
2020-11-27,Ain,190.0,9.0,0.4845491509210723,0.0360406200430443,France,15.0
2020-11-28,Ain,96.0,0.0,0.5363219408107306,0.0292826634450139,France,12.0
2020-11-29,Ain,13.0,5.0,0.5736177335532336,0.0067696788629244,France,10.0
2020-11-30,Ain,225.0,5.0,0.5238495008953833,0.0447862568771565,France,11.0
2020-12-01,Ain,141.0,1.0,0.5515665909914851,0.0532575726505662,France,12.0
2020-12-02,Ain,186.0,0.0,0.5766777393253559,0.048584503480428,France,11.0
2020-12-03,Ain,151.0,6.0,0.5025638680669486,0.050545546054537,France,11.0
2020-12-04,Ain,161.0,4.0,0.5459133307582195,0.0522741912804806,France,13.0
2020-12-05,Ain,75.0,11.0,0.5854739808618667,0.0200450312864727,France,10.0
2020-12-06,Ain,13.0,1.0,0.5693482218427917,0.0074707267076498,France,8.0
2020-12-07,Ain,256.0,9.0,0.4974532694191891,0.0402040187151079,France,10.0
2020-12-08,Ain,187.0,1.0,0.5003423476780416,0.0478755371234706,France,11.0
2020-12-09,Ain,163.0,4.0,0.5258918833564737,0.0427521560488712,France,10.0
2020-12-10,Ain,171.0,2.0,0.517577279359948,0.0500080897818889,France,10.0
2020-12-11,Ain,166.0,0.0,0.5428776396491928,0.045492785428095005,France,13.0
2020-12-12,Ain,87.0,3.0,0.6062422730616216,0.0174582640542876,France,11.0
2020-12-13,Ain,15.0,0.0,0.6594211267947644,0.0086923777873648,France,7.0
2020-12-14,Ain,251.0,1.0,0.5577627995840534,0.0508492940502024,France,9.0
2020-12-15,Ain,207.0,1.0,0.5105177901374238,0.0509075032707246,France,10.0
2020-12-16,Ain,167.0,1.0,0.5187336864868406,0.0492129419778101,France,8.0
2020-12-17,Ain,209.0,0.0,0.4657939016793829,0.0494092844859158,France,9.0
2020-12-18,Ain,266.0,2.0,0.5140923569813092,0.0471247431338097,France,11.0
2020-12-19,Ain,192.0,4.0,0.6613770266772082,0.0236831780886514,France,7.0
2020-12-20,Ain,125.0,0.0,0.6003386135208904,0.0091942858873221,France,5.0
2020-12-21,Ain,235.0,4.0,0.5080236516947628,0.0339903026927971,France,14.0
2020-12-22,Ain,254.0,6.0,0.5143597767806719,0.0452801376428085,France,13.0
2020-12-23,Ain,183.0,1.0,0.4793167566524392,0.0382408357004725,France,11.0
2020-12-24,Ain,133.0,3.0,0.4030220865762364,0.0243998575952473,France,14.0
2020-12-25,Ain,11.0,4.0,0.4036841613177833,0.0161176820885769,France,26.0
2020-12-26,Ain,104.0,0.0,0.6831206597151398,0.0095541715109318,France,9.0
2020-12-27,Ain,22.0,0.0,0.5878693108841178,0.0051994035038845,France,4.0
2020-12-28,Ain,258.0,6.0,0.5592519892049189,0.0093941714887775,France,20.0
2020-12-29,Ain,217.0,1.0,0.5098159800552833,0.0146357665191573,France,20.0
2020-12-30,Ain,222.0,1.0,0.4866958661373053,0.0146712394079341,France,17.0
2020-12-31,Ain,180.0,1.0,0.5350634081752452,0.0211819724094773,France,18.0
2021-01-01,Ain,4.0,0.0,0.432250561269628,0.0048065716986606,France,27.0
2021-01-02,Ain,111.0,0.0,0.470347810359493,0.0092945211626409,France,11.0
2021-01-03,Ain,29.0,1.0,0.6280914741828687,0.0038586913235243,France,6.0
2021-01-04,Ain,332.0,1.0,0.5576124365914262,0.0448470013459891,France,12.0
2021-01-05,Ain,261.0,0.0,0.5857445696184133,0.0559574204174966,France,11.0
2021-01-06,Ain,197.0,2.0,0.5254159979843184,0.0462899657185881,France,11.0
2021-01-07,Ain,224.0,5.0,0.4797976243227962,0.0651982752006877,France,11.0
2021-01-08,Ain,246.0,2.0,0.5032500632780883,0.0455364249880521,France,12.0
2021-01-09,Ain,91.0,2.0,0.6044945692538736,0.0158235488317767,France,9.0
2021-01-10,Ain,47.0,0.0,0.6881159888193177,0.0059655417706088,France,5.0
2021-01-11,Ain,278.0,3.0,0.5261918728518188,0.0457150829624383,France,9.0
2021-01-12,Ain,212.0,2.0,0.4997437040720551,0.0532550736847486,France,10.0
2021-01-13,Ain,227.0,1.0,0.5385314651163013,0.0436466399571295,France,10.0
2021-01-14,Ain,217.0,11.0,0.4612471570202916,0.0480166939744169,France,10.0
2021-01-15,Ain,229.0,5.0,0.5651510092642041,0.0478569014951757,France,11.0
2021-01-16,Ain,105.0,2.0,0.5728748423945408,0.0245885174062641,France,10.0
2021-01-17,Ain,14.0,0.0,0.5787478510400302,0.0073414447111511,France,7.0
2021-01-18,Ain,331.0,1.0,0.5214244664187832,0.042722223806184,France,10.0
2021-01-19,Ain,245.0,8.0,0.4795883784598203,0.0536775799326924,France,10.0
2021-01-20,Ain,225.0,1.0,0.5530097819612694,0.049603346507575,France,10.0
2021-01-21,Ain,244.0,-2.0,0.5215718466027296,0.0555466353019981,France,10.0
2021-01-22,Ain,231.0,8.0,0.6204653132349819,0.0592985378655388,France,12.0
2021-01-23,Ain,136.0,0.0,0.585626179678673,0.0207920531196455,France,9.0
2021-01-24,Ain,25.0,0.0,0.5944480418519754,0.0084291351970844,France,4.0
2021-01-25,Ain,373.0,3.0,0.5433158408150505,0.0479707597095462,France,10.0
2021-01-26,Ain,290.0,7.0,0.4844102550923941,0.05835194365649,France,10.0
2021-01-27,Ain,230.0,7.0,0.5274996801893268,0.0462262879786641,France,9.0
2021-01-28,Ain,237.0,0.0,0.4550773903049107,0.0589297620155291,France,10.0
2021-01-29,Ain,269.0,3.0,0.4625462699542738,0.0465861534809619,France,12.0
2021-01-30,Ain,137.0,1.0,0.533946678056755,0.0242256223060142,France,9.0
2021-01-31,Ain,20.0,0.0,0.6027927657858458,0.0079106007888855,France,4.0
2021-02-01,Ain,389.0,5.0,0.5410505479395306,0.0465539795028822,France,10.0
2021-02-02,Ain,260.0,4.0,0.486129514990706,0.0557049958066227,France,10.0
2021-02-03,Ain,275.0,2.0,0.4805569165058946,0.0538741980464184,France,10.0
2021-02-04,Ain,256.0,1.0,0.4983838150390325,0.0579454119807795,France,9.0
2021-02-05,Ain,241.0,4.0,0.529987124894048,0.0614892978064273,France,11.0
2021-02-06,Ain,102.0,2.0,0.5563669924106769,0.0199636832638432,France,8.0
2021-02-07,Ain,14.0,0.0,0.5761861726196684,0.0061570271678486,France,5.0
2021-02-08,Ain,259.0,5.0,0.4704533644043785,0.0404934607406485,France,11.0
2021-02-09,Ain,257.0,6.0,0.4971335629197301,0.0509204920976627,France,13.0
2021-02-10,Ain,216.0,2.0,0.4539561332622577,0.042131068877338,France,11.0
2021-02-11,Ain,196.0,7.0,0.4208302727305149,0.0458331983889355,France,13.0
2021-02-12,Ain,191.0,3.0,0.4118872166943821,0.0336700052089668,France,16.0
2021-02-13,Ain,95.0,0.0,0.5171500161488098,0.0156026822201052,France,9.0
2021-02-14,Ain,15.0,0.0,0.6227308686065662,0.0091961731400276,France,4.0
2021-02-15,Ain,269.0,2.0,0.5063928723342506,0.0346569832928136,France,12.0
2021-02-16,Ain,197.0,2.0,0.4577419127452716,0.0574044743313646,France,13.0
2021-02-17,Ain,190.0,4.0,0.4929868404448459,0.0513726501579413,France,9.0
2021-02-18,Ain,215.0,0.0,0.5029298718544519,0.0477640450737539,France,13.0
2021-02-19,Ain,190.0,0.0,0.5369384036582293,0.0409002806988857,France,14.0
2021-02-20,Ain,107.0,2.0,0.6004692883425579,0.0263700207320745,France,6.0
2021-02-21,Ain,24.0,0.0,0.6015729288644371,0.0110350144984045,France,1.0
2021-02-22,Ain,311.0,1.0,0.4367029848189958,0.0471836436793499,France,8.0
2021-02-23,Ain,210.0,3.0,0.4556456150606839,0.0458682326264425,France,8.0
2021-02-24,Ain,217.0,1.0,0.4677084581282352,0.0440211484324184,France,8.0
2021-02-25,Ain,186.0,0.0,0.4281314893835351,0.0472912022167294,France,8.0
2021-02-26,Ain,201.0,2.0,0.4677837110890407,0.0470154919802641,France,10.0
2021-02-27,Ain,106.0,0.0,0.5605129780032134,0.023705520620686003,France,7.0
2021-02-28,Ain,12.0,0.0,0.6454228597726029,0.0097156294064418,France,2.0
2021-03-01,Ain,247.0,1.0,0.5339184831542311,0.0517795322646715,France,7.0
2021-03-02,Ain,172.0,3.0,0.5375816895468765,0.0627057690328034,France,8.0
2021-03-03,Ain,170.0,0.0,0.4871503370643797,0.0541391491172945,France,8.0
2021-03-04,Ain,160.0,5.0,0.4102754961063753,0.0497178894474025,France,8.0
2021-03-05,Ain,181.0,3.0,0.4956023322233721,0.0528062222345134,France,10.0
2021-03-06,Ain,94.0,3.0,0.6454872580287377,0.0258134280766769,France,7.0
2021-03-07,Ain,15.0,0.0,0.6037521746827099,0.0097705030188744,France,3.0
2021-03-08,Ain,252.0,5.0,0.4622822055839423,0.0432705744423509,France,8.0
2021-03-09,Ain,221.0,5.0,0.4588308539327349,0.0501555176183704,France,8.0
2021-03-10,Ain,182.0,0.0,0.4932223208368318,0.0486662360610735,France,8.0
2021-03-11,Ain,186.0,5.0,0.4288099015404253,0.0487671224569454,France,9.0
2021-03-12,Ain,214.0,0.0,0.4659088908294905,0.0472205557840529,France,10.0
2021-03-13,Ain,103.0,0.0,0.6133901080718811,0.0244903319452046,France,8.0
2021-03-14,Ain,20.0,0.0,0.6568542681559354,0.0085834956461874,France,5.0
2021-03-15,Ain,300.0,0.0,0.5250958934969651,0.0419047190580754,France,10.0
2021-03-16,Ain,297.0,5.0,0.4059040021387635,0.0459602951384209,France,9.0
2021-03-17,Ain,229.0,1.0,0.465802331602246,0.047066269663899,France,9.0
2021-03-18,Ain,279.0,1.0,0.3937760416865703,0.0529998400077728,France,9.0
2021-03-19,Ain,281.0,2.0,0.4775248318295827,0.0538609682554294,France,10.0
2021-03-20,Ain,162.0,0.0,0.5408012237466489,0.0220661624200399,France,7.0
2021-03-21,Ain,29.0,0.0,0.5974230289446361,0.0067018747688709,France,3.0
2021-03-22,Ain,398.0,1.0,0.5144969254221156,0.0478920127803519,France,8.0
2021-03-23,Ain,323.0,1.0,0.5147689785160494,0.0541553610553147,France,8.0
2021-03-24,Ain,357.0,2.0,0.5353156920336533,0.0548712284872031,France,7.0
2021-03-25,Ain,361.0,3.0,0.461876440930406,0.0541689796834042,France,8.0
2021-03-26,Ain,401.0,3.0,0.4892510418801297,0.0450010061717252,France,9.0
2021-03-27,Ain,208.0,0.0,0.5514140444600615,0.0218349331609467,France,7.0
2021-03-28,Ain,30.0,0.0,0.5502277706184936,0.0094408850995831,France,2.0
2021-03-29,Ain,502.0,1.0,0.4917260293145938,0.0444990542559276,France,8.0
2021-03-30,Ain,427.0,0.0,0.5585047518153208,0.0549509324513355,France,8.0
2021-03-31,Ain,402.0,2.0,0.5096983582936554,0.0459270476798261,France,6.0
2021-04-01,Ain,471.0,1.0,0.4669615155113908,0.0430011961630315,France,7.0
2021-04-02,Ain,417.0,3.0,0.4279996128814687,0.0409650795515931,France,9.0
2021-04-03,Ain,213.0,0.0,0.5462082637656982,0.0210939184731052,France,5.0
2021-04-04,Ain,36.0,0.0,0.4953475798636256,0.0124663049696834,France,3.0
2021-04-05,Ain,44.0,1.0,0.400356943789568,0.0058757494071276,France,24.0
2021-04-06,Ain,548.0,0.0,0.5280156489386545,0.0356588390378948,France,15.0
2021-04-07,Ain,376.0,3.0,0.5221265760815591,0.034997982045873004,France,13.0
2021-04-08,Ain,333.0,1.0,0.4617329457312802,0.0329724641107096,France,15.0
2021-04-09,Ain,365.0,3.0,0.554364259788347,0.0347774454140034,France,17.0
2021-04-10,Ain,211.0,1.0,0.5258774454347921,0.0185451053169637,France,11.0
2021-04-11,Ain,36.0,0.0,0.5891005282075261,0.0091389288471211,France,9.0
2021-04-12,Ain,444.0,0.0,0.5088967364977947,0.0259124134257672,France,15.0
2021-04-13,Ain,314.0,2.0,0.4400541739843369,0.0333216753290378,France,15.0
2021-04-14,Ain,347.0,0.0,0.4688628166847042,0.0330122647517665,France,12.0
2021-04-15,Ain,313.0,0.0,0.4321015740851235,0.0314332611073914,France,15.0
2021-04-16,Ain,273.0,0.0,0.5445880272547351,0.0300042473887062,France,17.0
2021-04-17,Ain,183.0,1.0,0.5077864890758942,0.0150655764687266,France,10.0
2021-04-18,Ain,29.0,0.0,0.5878574985833526,0.0074859028143755,France,7.0
2021-04-19,Ain,403.0,2.0,0.5227613425307389,0.0217106935334472,France,14.0
2021-04-20,Ain,274.0,0.0,0.4410594593977014,0.0291576444981525,France,14.0
2021-04-21,Ain,284.0,1.0,0.5257900620364718,0.033836893583836,France,13.0
2021-04-22,Ain,258.0,1.0,0.3949927359847671,0.0298546389132788,France,14.0
2021-04-23,Ain,255.0,1.0,0.5229024168256657,0.0351901828990784,France,16.0
2021-04-24,Ain,146.0,0.0,0.5252912236218682,0.0176106477276263,France,8.0
2021-04-25,Ain,15.0,0.0,0.6081647484500347,0.0102194306174553,France,5.0
2021-04-26,Ain,360.0,1.0,0.528736668547849,0.0342036947929062,France,12.0
2021-04-27,Ain,240.0,0.0,0.5230763341444664,0.0410151633359918,France,12.0
2021-04-28,Ain,215.0,5.0,0.4966748883958634,0.0351091262276513,France,12.0
2021-04-29,Ain,192.0,2.0,0.522055632082832,0.0381368531620029,France,13.0
2021-04-30,Ain,185.0,0.0,0.5519564993360767,0.034386285911608,France,15.0
2021-05-01,Ain,12.0,2.0,0.4634072277958876,0.0067076434841327,France,17.0
2021-05-02,Ain,19.0,0.0,0.6201671808476403,0.0068427993390494,France,6.0
2021-05-03,Ain,245.0,0.0,0.4905801496786751,0.0448599757165283,France,7.0
2021-05-04,Ain,190.0,2.0,0.5155024793188042,0.0470482535816255,France,8.0
2021-05-05,Ain,172.0,1.0,0.5106323888847037,0.0438929443746524,France,7.0
2021-05-06,Ain,126.0,1.0,0.5003019129167459,0.0424057052705267,France,9.0
2021-05-07,Ain,149.0,0.0,0.4822565477899969,0.0372087688953929,France,9.0
2021-05-08,Ain,15.0,0.0,0.611608045759947,0.0144207607791014,France,6.0
2021-05-09,Ain,16.0,0.0,0.5897777275286207,0.0080785732594084,France,1.0
2021-05-10,Ain,223.0,2.0,0.5162809723350971,0.0341747670301381,France,10.0
2021-05-11,Ain,119.0,2.0,0.5274100567044415,0.0436617881404651,France,9.0
2021-05-12,Ain,117.0,1.0,0.5181085119639127,0.0417874423998121,France,3.0
2021-05-13,Ain,13.0,2.0,0.3821938234830686,0.0068210545493393,France,22.0
2021-05-14,Ain,121.0,1.0,0.454848507397659,0.0147243174061382,France,19.0
2021-05-15,Ain,61.0,0.0,0.4854532595958185,0.0132455486000681,France,8.0
2021-05-16,Ain,6.0,0.0,0.5808831927741808,0.0066556654829659,France,1.0
2021-05-17,Ain,155.0,1.0,0.4756138566345345,0.0417430562905704,France,7.0
2021-05-18,Ain,134.0,1.0,0.5047295281452708,0.0446029123150078,France,8.0
2021-05-19,Ain,142.0,0.0,0.4810532287167727,0.0483184423244137,France,5.0
2021-05-20,Ain,123.0,2.0,0.4751278540476269,0.0471807392551741,France,5.0
2021-05-21,Ain,115.0,0.0,0.4593364546977356,0.0431489294834113,France,7.0
2021-05-22,Ain,47.0,1.0,0.5659399804547116,0.0226204059729575,France,1.0
2021-05-23,Ain,6.0,0.0,0.5460399049771205,0.0100919786080074,France,-1.0
2021-05-24,Ain,21.0,0.0,0.5071289089950556,0.0052689713539243,France,19.0
2021-05-25,Ain,116.0,5.0,0.5044176470215784,0.0468910295637359,France,5.0
2021-05-26,Ain,83.0,0.0,0.4749928396297551,0.0480598826656067,France,4.0
2021-05-27,Ain,82.0,0.0,0.3870794785851157,0.0445373365667501,France,5.0
2021-05-28,Ain,81.0,2.0,0.3957375103630812,0.04002497928818,France,5.0
2021-05-29,Ain,37.0,1.0,0.4535495365951373,0.0259483978377759,France,1.0
2021-05-30,Ain,10.0,0.0,0.4819699397863902,0.0109448135398778,France,-3.0
2021-05-31,Ain,118.0,0.0,0.4905818979120291,0.0429720409482116,France,5.0
2021-06-01,Ain,72.0,2.0,0.4941564454701008,0.0489589396163587,France,5.0
2021-06-02,Ain,58.0,0.0,0.5089550424720012,0.0473645534548579,France,5.0
2021-06-03,Ain,48.0,0.0,0.4662518275254591,0.0476165701056769,France,4.0
2021-06-04,Ain,48.0,0.0,0.4030637253321728,0.0443093806773579,France,5.0
2021-06-05,Ain,20.0,0.0,0.4790380215945557,0.0206501407674747,France,3.0
2021-06-06,Ain,2.0,0.0,0.5170683139665699,0.0084547542774667,France,0.0
2021-06-07,Ain,59.0,0.0,0.4806467841950105,0.043711607057494,France,5.0
2021-06-08,Ain,43.0,0.0,0.4816562829208116,0.0473881526548783,France,5.0
2021-06-09,Ain,29.0,0.0,0.4460188974959203,0.0481145933751447,France,3.0
2021-06-10,Ain,15.0,0.0,0.4466228483262673,0.046300324453376,France,3.0
2021-06-11,Ain,38.0,2.0,0.3810962781727508,0.0442697971023539,France,3.0
2021-06-12,Ain,19.0,0.0,0.4288492665839788,0.0224004869280537,France,-2.0
2021-06-13,Ain,2.0,0.0,0.4434767066799649,0.0106868153207898,France,-4.0
2021-06-14,Ain,35.0,0.0,0.4111035533290021,0.051515638738068,France,3.0
2021-06-15,Ain,18.0,0.0,0.4575355312834476,0.0501300877153999,France,3.0
2021-06-16,Ain,28.0,0.0,0.4338675366202186,0.0488591959210804,France,2.0
2021-06-17,Ain,12.0,0.0,0.4462960820968459,0.0449192077182051,France,2.0
2021-06-18,Ain,11.0,0.0,0.3573269551888846,0.040739168664508,France,3.0
2021-06-19,Ain,11.0,0.0,0.4052662667693045,0.0224016980015871,France,-1.0
2021-06-20,Ain,2.0,0.0,0.4084857862959353,0.0103053217591518,France,-2.0
2021-06-21,Ain,24.0,0.0,0.4590984746228906,0.0407249993216269,France,4.0
2021-06-22,Ain,13.0,1.0,0.4230928058472453,0.0467736435605474,France,3.0
2021-06-23,Ain,17.0,0.0,0.4276363893342358,0.0422889851201236,France,2.0
2021-06-24,Ain,13.0,0.0,0.4501224675960938,0.044487961231226,France,4.0
2021-06-25,Ain,11.0,0.0,0.3509546838055367,0.0427401818200368,France,3.0
2021-06-26,Ain,6.0,0.0,0.3567068361286014,0.0214404824740659,France,-2.0
2021-06-27,Ain,5.0,0.0,0.3450745336251916,0.0111907935764316,France,-3.0
2021-06-28,Ain,11.0,1.0,0.4634429398796793,0.0431693228419995,France,4.0
2021-06-29,Ain,16.0,1.0,0.4420933463220502,0.0490021839345798,France,3.0
2021-06-30,Ain,20.0,0.0,0.4086494556331802,0.0462202000644363,France,1.0
2021-07-01,Ain,11.0,0.0,0.3962920823221957,0.0471275491656521,France,2.0
2021-07-02,Ain,12.0,1.0,0.3208780960164448,0.0448001723615118,France,2.0
2021-07-03,Ain,6.0,0.0,0.3466044128042433,0.0240619414682693,France,-2.0
2021-07-04,Ain,2.0,0.0,0.4197235318911388,0.0097480815655854,France,-2.0
2021-07-05,Ain,37.0,0.0,0.3584303215947093,0.040774158309466006,France,3.0
2021-07-06,Ain,27.0,0.0,0.39382080231214295,0.0503930543596292,France,5.0
2021-07-07,Ain,24.0,0.0,0.4210703622392928,0.04682541333271,France,2.0
2021-07-08,Ain,17.0,0.0,0.3887041621703773,0.046557448024877005,France,4.0
2021-07-09,Ain,24.0,0.0,0.3641954716771988,0.0450487630975703,France,2.0
2021-07-10,Ain,14.0,0.0,0.3408780811896904,0.0205668216271181,France,-3.0
2021-07-11,Ain,3.0,0.0,0.3644784858174749,0.0099512406295685,France,-6.0
2021-07-12,Ain,60.0,0.0,0.3326067426726873,0.0263994876335694,France,5.0
2021-07-13,Ain,61.0,0.0,0.3805491005422563,0.0433719005578454,France,2.0
2021-07-14,Ain,6.0,0.0,0.2630861794770121,0.0070683078151449,France,18.0
2021-07-15,Ain,77.0,0.0,0.4085274120351056,0.0364771823917339,France,6.0
2021-07-16,Ain,78.0,0.0,0.3712958335222142,0.0369470510726461,France,6.0
2021-07-17,Ain,67.0,0.0,0.3674556785323968,0.0212651934399539,France,-3.0
2021-07-18,Ain,4.0,0.0,0.32294498125792104,0.0110802627697026,France,-5.0
2021-07-19,Ain,171.0,0.0,0.3525376616770546,0.0369284605247544,France,4.0
2021-07-20,Ain,164.0,0.0,0.3381618839359675,0.0296367514791962,France,3.0
2020-09-01,Aisne,29.0,0.0,0.7356045449113687,0.0722949460308653,France,4.0
2020-09-02,Aisne,16.0,0.0,0.7102963901316023,0.0699351556895688,France,3.0
