,prov,N_pop,N_coloc,cases,deaths,contact_rate,short_range_movement,mid_range_movement,Country
2021-04-20,Neusiedl am See,2386.3031371993834,288.0,71.0,1.0,10.203454796226376,0.75195122479953,0.0010168755967112,Austria
2021-04-27,Neusiedl am See,2433.75930172992,307.0,63.0,1.0,9.91595878975664,0.7238373991175645,0.0009671647283169,Austria
2021-05-04,Neusiedl am See,2398.4253679093736,294.0,34.0,1.0,9.756306970136364,0.7076073783215172,0.0010960473959126,Austria
2021-05-11,Neusiedl am See,2526.2443109479195,287.0,31.0,0.0,8.812692661590145,0.6612881497926173,0.0018250716698682,Austria
2021-05-18,Neusiedl am See,2469.9292500550487,292.0,20.0,2.0,9.500040192177554,0.7110774364668987,0.0,Austria
2021-05-25,Neusiedl am See,2537.4667340332053,295.0,12.0,0.0,9.701156103376698,0.6989032613988652,0.0012955834872265,Austria
2021-06-01,Neusiedl am See,2547.5159066194547,273.0,7.0,0.0,10.16434941509988,0.674835518673193,0.0012878846349424,Austria
2021-06-08,Neusiedl am See,2564.2065884720264,260.0,2.0,0.0,8.850880206474127,0.6706936118503412,0.0002816552400532,Austria
2021-06-15,Neusiedl am See,2513.5386007263664,248.0,4.0,0.0,8.720639324672963,0.6695829367152242,0.0010666048176772,Austria
2021-06-22,Neusiedl am See,2501.833645153373,244.0,0.0,0.0,9.472932438216658,0.6650764673353691,0.0009473820580692,Austria
2021-06-29,Neusiedl am See,2491.7346210418727,267.0,10.0,0.0,9.471384828710478,0.6673841773857948,0.0014735898601672,Austria
2021-07-06,Neusiedl am See,2563.689741496091,245.0,5.0,0.0,9.789859071867117,0.6604478932427422,0.001530136059037,Austria
2021-07-13,Neusiedl am See,2541.089853636633,249.0,4.0,0.0,8.794439181760277,0.6664179035650962,0.0014086425060352,Austria
2021-07-20,Neusiedl am See,2575.3785597909464,233.0,2.0,0.0,8.218660748107697,0.6543892411543583,0.0014242827381418,Austria
2020-09-01,Oberpullendorf,809.7976587856638,222.0,2.0,0.0,2.673491631844978,1.1463615087283456,0.0,Austria
2020-09-08,Oberpullendorf,797.5304048651464,209.0,1.0,0.0,2.9310256798526844,1.1311807295763214,0.0,Austria
2020-09-15,Oberpullendorf,764.305442023095,142.0,5.0,0.0,3.2492035596321918,1.1311718118987546,0.0,Austria
2020-09-22,Oberpullendorf,798.809199910051,176.0,8.0,0.0,3.0815625899699697,1.129010615448086,0.0,Austria
2020-09-29,Oberpullendorf,800.7300758344628,210.0,10.0,0.0,2.92874803730887,1.149792264119888,0.0,Austria
2020-10-06,Oberpullendorf,804.4084789908702,229.0,25.0,0.0,2.782222587519007,1.141078582725674,0.0,Austria
2020-10-13,Oberpullendorf,791.7028731536938,229.0,23.0,0.0,2.53955006798612,1.1587443936003865,0.0,Austria
2020-10-20,Oberpullendorf,789.7525764245888,227.0,31.0,0.0,2.4056213503565167,1.1271313455874994,0.0,Austria
2020-10-27,Oberpullendorf,786.2749926775369,198.0,112.0,0.0,2.7977228365675417,1.2132249485220208,0.0,Austria
2020-11-03,Oberpullendorf,811.0915162706808,226.0,164.0,2.0,3.396760898758437,1.1828943195124604,0.0,Austria
2020-11-10,Oberpullendorf,828.7333710171068,230.0,268.0,2.0,2.985881413964352,1.204085293362469,0.0,Austria
2020-11-17,Oberpullendorf,825.6881913195614,233.0,204.0,3.0,3.068435148298221,1.2089887175311536,0.0,Austria
2020-11-24,Oberpullendorf,828.0918516894328,226.0,181.0,1.0,2.87299288317241,1.2388764150386382,0.0,Austria
2020-12-01,Oberpullendorf,823.6704813485214,224.0,101.0,3.0,2.6926115299035303,1.2402958244329445,0.0,Austria
2020-12-08,Oberpullendorf,810.0194107211382,218.0,52.0,2.0,3.2817137004229826,1.289552791664233,0.0,Austria
2020-12-15,Oberpullendorf,793.6683626285197,194.0,55.0,1.0,2.95664620855956,1.1901281279226517,0.0,Austria
2020-12-22,Oberpullendorf,792.5716392733304,203.0,39.0,0.0,3.0616705632644075,1.1801751242316798,0.0,Austria
2020-12-29,Oberpullendorf,786.9496227852982,199.0,30.0,1.0,2.886356979872771,1.3774775274255846,0.0,Austria
2021-01-05,Oberpullendorf,771.7191678365648,198.0,66.0,1.0,2.374862533693516,1.402229175953436,0.0,Austria
2021-01-12,Oberpullendorf,766.77831735247,179.0,34.0,2.0,2.177712520807094,1.3248771837390083,0.0,Austria
2021-01-19,Oberpullendorf,803.4644570922862,193.0,31.0,2.0,2.983091635239081,1.2363412955106885,0.0,Austria
2021-01-26,Oberpullendorf,798.3966878379235,203.0,37.0,2.0,2.5152733784911643,1.2333429806387228,0.0,Austria
2021-02-02,Oberpullendorf,779.9169141083422,195.0,20.0,0.0,2.5153393563357707,1.244094487663006,0.0,Austria
2021-02-09,Oberpullendorf,772.6393565205838,190.0,33.0,1.0,2.0823598193403225,1.2459043013107822,0.0,Austria
2021-02-16,Oberpullendorf,769.7490590220953,195.0,20.0,0.0,2.7223791558101,1.2337596142173877,0.0,Austria
2021-02-23,Oberpullendorf,777.5015392169942,186.0,33.0,0.0,2.1809105426917195,1.229635465527828,0.0,Austria
2021-03-02,Oberpullendorf,795.0985457604068,180.0,50.0,0.0,2.605013765772096,1.178001121487019,0.0,Austria
2021-03-09,Oberpullendorf,809.8916054486605,181.0,70.0,1.0,2.474814293531142,1.1823044874800357,0.0,Austria
2021-03-16,Oberpullendorf,811.5937384854948,209.0,94.0,3.0,2.7002678054007974,1.2039204903541156,0.0,Austria
2021-03-23,Oberpullendorf,807.6131134626213,186.0,90.0,3.0,3.558898168201372,1.1991321480447057,0.0,Austria
2021-03-30,Oberpullendorf,806.4088958021833,188.0,88.0,4.0,3.057458051397284,1.1860682654590642,0.0,Austria
2021-04-06,Oberpullendorf,818.1231406132439,202.0,75.0,1.0,3.127376501199405,1.295210796939244,0.0,Austria
2021-04-13,Oberpullendorf,815.7232891493252,180.0,54.0,3.0,2.914189612622594,1.2436481721516195,0.0,Austria
2021-04-20,Oberpullendorf,807.0644455560333,173.0,31.0,0.0,3.1354184914793626,1.2257459182733217,0.0,Austria
2021-04-27,Oberpullendorf,810.8098245688019,160.0,34.0,0.0,2.7805132959407155,1.1854665442584134,0.0,Austria
2021-05-04,Oberpullendorf,802.3773929762511,174.0,11.0,2.0,2.971962187836153,1.1944292174867737,0.0,Austria
2021-05-11,Oberpullendorf,801.0692747865842,169.0,14.0,0.0,2.8521016146812634,1.1460715746961223,0.0,Austria
2021-05-18,Oberpullendorf,804.6244228864473,171.0,5.0,0.0,2.880878234547747,1.226977287912575,0.0,Austria
2021-05-25,Oberpullendorf,825.8868138908157,179.0,4.0,0.0,3.392377073798945,1.1666470200672936,0.0,Austria
2021-06-01,Oberpullendorf,804.3135153910325,150.0,4.0,0.0,3.7877040285436014,1.1307290438868254,0.0,Austria
2021-06-08,Oberpullendorf,791.6063089416424,152.0,6.0,0.0,3.1335464082896385,1.1775040865817636,0.0,Austria
2021-06-15,Oberpullendorf,786.6193204740299,145.0,5.0,0.0,3.579465297196383,1.1096734795508671,0.0,Austria
2021-06-22,Oberpullendorf,783.297422202182,143.0,3.0,0.0,4.130618610006512,1.1110843342804115,0.0,Austria
2021-06-29,Oberpullendorf,788.3887179768462,148.0,2.0,0.0,4.2077044751206,1.1077600514735713,0.0,Austria
2021-07-06,Oberpullendorf,786.6323266230856,133.0,2.0,0.0,3.2765584940290102,1.1040764359347657,0.0,Austria
2021-07-13,Oberpullendorf,804.631709181355,147.0,1.0,0.0,2.700679370851328,1.111222739560643,0.0,Austria
2021-07-20,Oberpullendorf,800.9713443983944,124.0,0.0,0.0,2.543817080832501,1.1240347241556787,0.0,Austria
2020-09-01,Oberwart,1402.5748073814216,341.0,2.0,0.0,4.755301341755509,1.0291005000601172,0.0,Austria
2020-09-08,Oberwart,1429.1461686008065,311.0,5.0,0.0,5.175635339684559,0.9963430739353256,0.0,Austria
2020-09-15,Oberwart,1436.259972964105,242.0,12.0,0.0,8.357902522674026,0.9706576579748316,0.0,Austria
2020-09-22,Oberwart,1427.2480628804335,267.0,21.0,0.0,6.620126198894189,1.0013474680421772,0.0,Austria
2020-09-29,Oberwart,1420.5987043747184,310.0,27.0,0.0,6.509261307731595,1.0281716866488952,0.0,Austria
2020-10-06,Oberwart,1413.377684919865,324.0,17.0,0.0,5.829265398422924,1.0089871282718132,0.0,Austria
2020-10-13,Oberwart,1412.1222362869355,337.0,52.0,0.0,5.457678516288427,1.0106893977756912,0.0,Austria
2020-10-20,Oberwart,1412.5336535308895,349.0,53.0,0.0,4.689237898868412,1.018308377377252,0.0,Austria
2020-10-27,Oberwart,1402.0402441574638,343.0,163.0,2.0,4.737666334168242,1.0626363453645822,0.0,Austria
2020-11-03,Oberwart,1401.3661957769614,334.0,276.0,7.0,5.40737192062901,1.041640510451611,0.0,Austria
2020-11-10,Oberwart,1403.3496293197147,353.0,294.0,7.0,5.564349366855767,1.106622523760674,0.0,Austria
2020-11-17,Oberwart,1396.0317329092238,352.0,210.0,11.0,5.809570424776094,1.1115636900977777,0.0,Austria
2020-11-24,Oberwart,1376.4350341726577,357.0,179.0,9.0,4.799723853923703,1.1676908519071851,0.0,Austria
2020-12-01,Oberwart,1357.7837684576584,367.0,115.0,3.0,4.60261570959725,1.1655147812072837,0.0,Austria
2020-12-08,Oberwart,1348.742505568617,327.0,86.0,1.0,5.211950339046115,1.1923227871928015,0.0,Austria
2020-12-15,Oberwart,1358.9552897329309,320.0,96.0,4.0,5.075443726216042,1.09901255755437,0.0,Austria
2020-12-22,Oberwart,1366.2853652968593,314.0,62.0,1.0,4.663758578142303,1.0997143259236464,0.0,Austria
2020-12-29,Oberwart,1314.9110314581856,297.0,41.0,3.0,5.307017417670875,1.2807661319749368,0.0,Austria
2021-01-05,Oberwart,1294.2703221028644,261.0,45.0,0.0,3.887265914843924,1.321887646388226,0.0,Austria
2021-01-12,Oberwart,1298.7633307735766,281.0,42.0,0.0,4.5991741144524,1.2296435123239038,0.0,Austria
2021-01-19,Oberwart,1352.0293138348993,313.0,38.0,0.0,5.432002892596536,1.1375778208693026,0.0,Austria
2021-01-26,Oberwart,1335.8342429922411,316.0,45.0,1.0,4.544737444945728,1.1462774774505464,0.0,Austria
2021-02-02,Oberwart,1347.7750354614232,304.0,48.0,0.0,4.175482299103387,1.1388570256173272,0.0,Austria
2021-02-09,Oberwart,1356.564657676395,307.0,38.0,1.0,4.82759436850522,1.1217177845335904,0.0,Austria
2021-02-16,Oberwart,1343.1396158140185,305.0,58.0,1.0,4.999363165289192,1.1168440519859977,0.0,Austria
2021-02-23,Oberwart,1357.2122085028427,317.0,93.0,2.0,4.857576997053176,1.0998040812586602,0.0,Austria
2021-03-02,Oberwart,1379.730553225782,299.0,92.0,0.0,4.921493792700439,1.0786412734541837,0.0,Austria
2021-03-09,Oberwart,1371.3862263789474,309.0,155.0,4.0,4.631041735240024,1.0955145632613723,0.0,Austria
2021-03-16,Oberwart,1370.942061784136,306.0,112.0,4.0,4.938692851140361,1.094317845573468,0.0,Austria
2021-03-23,Oberwart,1382.88142567325,306.0,200.0,8.0,4.791034949501291,1.0994396926492052,0.0,Austria
2021-03-30,Oberwart,1361.655656867467,296.0,227.0,2.0,5.022722183458201,1.1019796094179093,0.0,Austria
2021-04-06,Oberwart,1316.5734310371913,306.0,189.0,3.0,4.836416370998265,1.2310415837020077,0.0,Austria
2021-04-13,Oberwart,1345.3751563539329,308.0,135.0,4.0,5.277649719254641,1.153845653181816,0.0,Austria
2021-04-20,Oberwart,1380.348378583036,315.0,79.0,5.0,6.038593147231057,1.127135654380122,0.0,Austria
2021-04-27,Oberwart,1381.3978730732392,294.0,47.0,1.0,5.123086998784695,1.094420354442324,0.0,Austria
2021-05-04,Oberwart,1361.5832844859965,271.0,56.0,0.0,6.607117050265259,1.087313185570944,0.0,Austria
2021-05-11,Oberwart,1360.8202441237506,260.0,26.0,0.0,6.137150653175872,1.057924062724609,0.0,Austria
2021-05-18,Oberwart,1368.0962219101575,268.0,16.0,3.0,6.185854265722153,1.1353970714764108,0.0,Austria
2021-05-25,Oberwart,1416.2415877114486,251.0,14.0,1.0,4.3195149294331845,1.0699970675481232,0.0,Austria
2021-06-01,Oberwart,1399.2892975092725,236.0,18.0,0.0,4.905657527878781,1.0105082802990155,0.0,Austria
2021-06-08,Oberwart,1363.6177411059257,208.0,12.0,1.0,4.5918949970923135,1.0738947097125822,0.0,Austria
2021-06-15,Oberwart,1391.3444995136113,226.0,8.0,1.0,4.836018073610631,0.9981581098187626,0.0,Austria
2021-06-22,Oberwart,1349.2518085089218,223.0,18.0,1.0,4.575491830768325,0.9657822886353772,0.0,Austria
2021-06-29,Oberwart,1351.035461723338,221.0,8.0,0.0,4.978933231034899,0.9891160334037342,0.0,Austria
2021-07-06,Oberwart,1333.5363482954174,232.0,3.0,0.0,4.499434734980568,0.9891327213901164,0.0,Austria
2021-07-13,Oberwart,1318.8689849863426,230.0,0.0,0.0,4.526352850536104,0.9976908530931952,0.0,Austria
2021-07-20,Oberwart,1360.3877732658166,212.0,10.0,0.0,5.125326964298774,1.019310908178069,0.0,Austria
2020-09-01,Perg,1753.6514086950635,361.0,7.0,0.0,7.574445648746856,0.7247174885406404,0.0042860802834299,Austria
2020-09-08,Perg,1738.9842659073493,365.0,1.0,0.0,7.834222256665243,0.7154862324493438,0.0052318122676855,Austria
2020-09-15,Perg,1743.2988601207403,294.0,11.0,0.0,9.52979922355364,0.696960255475471,0.0081769697020263,Austria
2020-09-22,Perg,1752.2222670759709,346.0,28.0,0.0,8.258040099396844,0.7072589785332,0.0070983623085031,Austria
2020-09-29,Perg,1759.8143810793977,414.0,12.0,1.0,8.029021243261074,0.7281933289350684,0.0076174301687843,Austria
2020-10-06,Perg,1751.239987884314,397.0,16.0,0.0,7.772941546181569,0.7040628746505829,0.0051480550572926,Austria
2020-10-13,Perg,1780.7708049959217,423.0,29.0,0.0,8.548763059580553,0.7034732768635266,0.0049136025677487,Austria
2020-10-20,Perg,1754.8829740028527,393.0,26.0,0.0,8.222573859095341,0.7201947472390203,0.0059047977874735,Austria
2020-10-27,Perg,1727.6934131862367,380.0,163.0,0.0,8.566450798069326,0.7473930905899959,0.0066988328620299,Austria
2020-11-03,Perg,1795.273285243893,410.0,340.0,2.0,7.946477796907379,0.7274349091702589,0.0075847319617508,Austria
2020-11-10,Perg,1805.4779377879408,428.0,667.0,3.0,8.270835718358212,0.7570573276160221,0.0062383248551552,Austria
2020-11-17,Perg,1803.386476082204,409.0,481.0,10.0,8.010028074539104,0.7512272712873587,0.0054804299934668,Austria
2020-11-24,Perg,1801.8393353295844,425.0,482.0,6.0,8.380722124351593,0.783024284776352,0.0038264992371498,Austria
2020-12-01,Perg,1778.9353097094042,415.0,314.0,5.0,8.268200391653927,0.7773585986499485,0.00463760540081,Austria
2020-12-08,Perg,1767.0831717393992,415.0,161.0,3.0,9.54587529120506,0.7976208472078754,0.0034549947934172,Austria
2020-12-15,Perg,1749.9761860373355,373.0,143.0,4.0,8.868930505817957,0.7435624257160427,0.0053878284194949,Austria
2020-12-22,Perg,1713.6435093844168,367.0,122.0,0.0,7.56964802280604,0.7528041493993104,0.0042891067831491,Austria
2020-12-29,Perg,1668.46123690512,358.0,123.0,4.0,8.747871970802722,0.8527343077113253,0.0026970959231556,Austria
2021-01-05,Perg,1650.3675605040837,316.0,137.0,5.0,8.739369836526732,0.8605366022367178,0.0022343507520674,Austria
2021-01-12,Perg,1721.63564475329,334.0,106.0,5.0,8.241584411506718,0.8222042679647006,0.0027909236051279,Austria
2021-01-19,Perg,1740.8864735713662,384.0,58.0,2.0,8.274069923351986,0.7698049704405994,0.0050039503758902,Austria
2021-01-26,Perg,1724.1379136057567,342.0,79.0,3.0,8.407021382399321,0.7704362925686582,0.0029146218782024,Austria
2021-02-02,Perg,1738.2880230008318,375.0,70.0,1.0,8.440675459055269,0.7600477422812558,0.0041033660623669,Austria
2021-02-09,Perg,1752.641334347349,349.0,89.0,4.0,8.262234195372514,0.7529497979759082,0.0047807541704139,Austria
2021-02-16,Perg,1738.8579753039205,367.0,84.0,2.0,8.268020515951868,0.7403985074553926,0.0057509009602996,Austria
2021-02-23,Perg,1756.1146768566027,363.0,87.0,2.0,8.760521963837865,0.7319928302875383,0.0058655927944348,Austria
2021-03-02,Perg,1778.8763933601792,343.0,90.0,0.0,9.328361134181876,0.7228540291654346,0.0040254728997352,Austria
2021-03-09,Perg,1757.856145450116,364.0,222.0,2.0,9.150285663614245,0.7313952993725525,0.0064028351734166,Austria
2021-03-16,Perg,1776.894433924896,369.0,231.0,0.0,8.645921143731742,0.75003567252505,0.005177572637041,Austria
2021-03-23,Perg,1781.5839659691617,360.0,157.0,1.0,8.096603667333058,0.7324888044696832,0.0044369291909639,Austria
2021-03-30,Perg,1746.334379667403,335.0,162.0,1.0,8.502178153980502,0.7495208536964196,0.0060182082217096,Austria
2021-04-06,Perg,1765.0005705238232,334.0,136.0,1.0,8.343098297384211,0.7763787485310959,0.0055022557816821,Austria
2021-04-13,Perg,1783.3241540549775,349.0,129.0,1.0,7.508675176521439,0.7554559002220872,0.0049313063062945,Austria
2021-04-20,Perg,1777.1384710539385,347.0,133.0,2.0,7.624025102261742,0.7484791964729711,0.0056444405117196,Austria
2021-04-27,Perg,1758.2509784027577,344.0,96.0,1.0,8.100490631277099,0.740207973594291,0.0046397783007366,Austria
2021-05-04,Perg,1745.551605383709,358.0,80.0,1.0,7.711907498933073,0.7479904570794569,0.0051593134946227,Austria
2021-05-11,Perg,1755.87715498122,339.0,68.0,0.0,6.995217705936798,0.7330591958944812,0.0046771495242146,Austria
2021-05-18,Perg,1748.988098441622,336.0,47.0,0.0,7.324976548139702,0.7752945816901912,0.0043205254659998,Austria
2021-05-25,Perg,1727.8648310550918,339.0,39.0,2.0,7.287427547256534,0.7472857650633677,0.0046536832789198,Austria
2021-06-01,Perg,1723.7364795517783,301.0,22.0,0.0,7.18937710989621,0.7176656701173793,0.0053842602171111,Austria
2021-06-08,Perg,1697.351711610749,307.0,32.0,0.0,8.247627200264702,0.7471954649852836,0.0045360357948407,Austria
2021-06-15,Perg,1681.6283911447954,295.0,16.0,0.0,6.489826829105605,0.7110161567011221,0.0082211980202048,Austria
2021-06-22,Perg,1677.803191994754,298.0,5.0,0.0,7.499644013561935,0.6907281842771557,0.0057739191618073,Austria
2021-06-29,Perg,1689.425460481878,282.0,1.0,0.0,7.472855415964528,0.7027098581403485,0.0040188063001452,Austria
2021-07-06,Perg,1698.840463316678,311.0,0.0,0.0,7.6262539723648,0.7129537316333702,0.0058994487349659,Austria
2021-07-13,Perg,1688.4205183299189,307.0,4.0,0.0,8.219145482943128,0.7036782342143416,0.0064917383997247,Austria
2021-07-20,Perg,1631.5561354991369,275.0,7.0,0.0,7.279399925532219,0.7328354614127885,0.0050297682242104,Austria
2020-09-01,Reutte,1452.2192337544948,268.0,9.0,0.0,10.50828420908012,0.8676796428026019,0.0227219041699786,Austria
2020-09-08,Reutte,1485.0858673722755,257.0,15.0,0.0,11.599712538428058,0.8452282030658506,0.026502439150174,Austria
2020-09-15,Reutte,1524.5145107255728,207.0,10.0,0.0,12.217139464365236,0.8220233373262642,0.026406900556212,Austria
2020-09-22,Reutte,1488.32493018757,252.0,12.0,0.0,12.052236517313046,0.8550662052703891,0.0257713282047113,Austria
2020-09-29,Reutte,1383.043560722603,262.0,3.0,0.0,11.369887913631374,0.8814166325815475,0.0312049556956447,Austria
2020-10-06,Reutte,1294.0247333906536,280.0,1.0,0.0,9.986242456496669,0.874794586564836,0.0346630264066272,Austria
2020-10-13,Reutte,1243.7996176046577,259.0,10.0,0.0,9.740032562133669,0.8810913420986852,0.0326680166226254,Austria
2020-10-20,Reutte,1210.1725172236097,260.0,24.0,0.0,9.485624359773135,0.8938140250103334,0.0371111894630076,Austria
2020-10-27,Reutte,1153.1029779894754,246.0,32.0,0.0,9.746538859643042,0.9275784594243432,0.0373681158897146,Austria
2020-11-03,Reutte,1131.3884398841471,249.0,133.0,0.0,9.767394947520328,0.9068331482314558,0.0339566261868373,Austria
2020-11-10,Reutte,1067.2737321217296,257.0,122.0,1.0,9.87783490364149,0.9703699018048012,0.0390947999019247,Austria
2020-11-17,Reutte,1040.0879865741174,232.0,136.0,0.0,11.00130752288802,0.9549776364454552,0.04055352211603,Austria
2020-11-24,Reutte,1038.2328904365222,238.0,102.0,0.0,9.515656640227562,0.9838853471875691,0.0337376426284168,Austria
2020-12-01,Reutte,1024.2435983634127,229.0,85.0,1.0,9.685006415112632,0.978058080305621,0.0441099234546145,Austria
2020-12-08,Reutte,1024.534873048018,229.0,60.0,0.0,10.1186611163474,1.004835514977197,0.0274471393001846,Austria
